"Address","Occurrences","H1-1","H1-1 Length","H1-2","H1-2 Length","Indexability","Indexability Status"
"https://www.sowerbysholidaycottages.co.uk/popular-norfolk-holiday-villages/burnham-market/","1","Burnham Market","14","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/popular-norfolk-holiday-villages/walsingham/","1","Walsingham","10","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/popular-norfolk-holiday-villages/burnham-overy-town/","1","Burnham Overy Town","18","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/popular-norfolk-holiday-villages/burnham-overy-staithe/","1","Burnham Overy Staithe","21","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/popular-norfolk-holiday-villages/heacham/","1","Heacham","7","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/popular-norfolk-holiday-villages/ringstead/","1","Ringstead","9","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/popular-norfolk-holiday-villages/great-snoring/","1","Great Snoring","13","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/popular-norfolk-holiday-villages/hunstanton/","1","Hunstanton","10","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/popular-norfolk-holiday-villages/brancaster/","1","Brancaster","10","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/popular-norfolk-holiday-villages/brancaster-staithe/","1","Brancaster Staithe","18","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/popular-norfolk-holiday-villages/old-hunstanton/","1","Old Hunstanton","14","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/popular-norfolk-holiday-villages/thornham/","1","Thornham","8","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/popular-norfolk-holiday-villages/burnham-deepdale/","1","Burnham Deepdale","16","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/popular-norfolk-holiday-villages/blakeney/","1","Blakeney","8","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/popular-norfolk-holiday-villages/wells-next-the-sea/","1","Wells-next-the-sea","18","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/popular-norfolk-holiday-villages/warham/","1","Warham","6","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/popular-norfolk-holiday-villages/titchwell/","1","Titchwell","9","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/popular-norfolk-holiday-villages/burnham-norton/","1","Burnham Norton","14","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/popular-norfolk-holiday-villages/houghton-estate/","1","Houghton Estate","15","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/popular-norfolk-holiday-villages/stanhoe/","1","Stanhoe","7","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/popular-norfolk-holiday-villages/holme-next-the-sea/","1","Holme-next-the-Sea","18","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/popular-norfolk-holiday-villages/docking/","1","Docking","7","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/popular-norfolk-holiday-villages/fring/","1","Fring","5","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/popular-norfolk-holiday-villages/stiffkey/","1","Stiffkey","8","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/popular-norfolk-holiday-villages/binham/","2","Binham","6","Village","7","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/popular-norfolk-holiday-villages/south-creake/","1","South Creake","12","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/high-barn/","2","High Barn","9","Village","7","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/sanderling/","1","Sanderling","10","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/the-gables/","1","The Gables","10","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/orchard-house-3-bedrooms/","1","Orchard House 3 bedrooms","24","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/heron-cottage/","1","Heron Cottage","13","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/washington-beach-house/","1","Washington Beach House","22","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/sea-lavender-house/","1","Sea Lavender House","18","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/old-mill-cottage/","2","Old Mill Cottage","16","Village","7","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/marshview-cottage/","1","Marshview Cottage","17","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/cherry-house/","1","Cherry House","12","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/washington-beach-house-with-lodge/","1","Washington Beach House with Lodge","33","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/the-meadows/","1","The Meadows","11","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/hillcrest-barn/","1","Hillcrest Barn","14","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/the-cartshed-6-marshland-barns/","1","The Cartshed 6 Marshland Barns","30","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/old-mill-and-cottage/","2","Old Mill and Cottage","20","Village","7","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/burnham-loft/","1","Burnham Loft","12","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/violets-cottage/","2","Violet’s Cottage","16","Village","7","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/easterly/","1","Easterly","8","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/fayette/","1","Fayette","7","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/1-manor-farm-barns/","1","1 Manor Farm Barns","18","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/school-pastures-2-bedrooms/","1","School Pastures 2 bedrooms","26","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/lark-house/","1","Lark House","10","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/washmeres-2-bedrooms/","1","Washmeres 2 bedrooms","20","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/mallards/","1","Mallards","8","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/1-manor-farm-barns-3-bedrooms/","1","1 Manor Farm Barns 3 bedrooms","29","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/tarnside/","1","Tarnside","8","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/aspall-escape/","1","Aspall Escape","13","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/hope-cottage/","1","Hope Cottage","12","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/old-mill/","2","Old Mill","8","Village","7","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/scotts-cottage-4-bedrooms/","1","Scott’s Cottage 4 bedrooms","26","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/amber-cottage/","1","Amber Cottage","13","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/mallards-2-bedrooms/","1","Mallards 2 bedrooms","19","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/cockleshed-house/","1","Cockleshed House","16","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/salt-marsh/","1","Salt Marsh","10","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/louisa-barn/","1","Louisa Barn","11","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/olives-cottage/","1","Olive’s Cottage","15","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/the-cartshed-6-marshland-barns-2-bedrooms/","1","The Cartshed 6 Marshland Barns 2 bedrooms","41","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/basils-barn/","1","Basil’s Barn","12","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/school-pastures-6-bedrooms/","1","School Pastures 6 bedrooms","26","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/bell-view-cottage/","1","Bell View Cottage","17","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/greystones/","1","Greystones","10","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/1-manor-farm-barns-2-bedrooms/","1","1 Manor Farm Barns 2 bedrooms","29","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/orchard-house-5-bedrooms/","1","Orchard House 5 bedrooms","24","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/the-old-smithy/","1","The Old Smithy","14","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/the-lamp-house/","1","The Lamp House","14","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/beacon-hill-barn/","1","Beacon Hill Barn","16","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/seaborne-penthouse/","1","Seaborne Penthouse","18","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/oystercatchers/","1","Oystercatchers","14","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/the-saltings/","1","The Saltings","12","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/sail-away/","1","Sail Away","9","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/peewits-penthouse/","1","Peewits Penthouse","17","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/heronsway/","1","Heronsway","9","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/slumber-barn-3-bedrooms/","1","Slumber Barn 3 bedrooms","23","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/blackbird-barn/","1","Blackbird Barn","14","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/driftwood/","1","Driftwood","9","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/scotts-cottage-6-bedrooms/","1","Scott’s Cottage 6 bedrooms","26","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/cobblestone-cottage/","1","Cobblestone Cottage","19","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/allerdale-house/","1","Allerdale House","15","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/school-pastures-4-bedrooms/","1","School Pastures 4 bedrooms","26","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/spring-cottage/","1","Spring Cottage","14","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/stearmans-cottage/","1","Stearmans Cottage","17","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/tides/","1","Tides","5","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/chase-cottage-2-bedrooms/","1","Chase Cottage 2 bedrooms","24","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/market-lane-house-3-bedrooms/","1","Market Lane House 3 bedrooms","28","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/chapel-cottages-godwit/","1","Chapel Cottages – Godwit","24","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/badgets-2-bedrooms/","1","Badgets 2 bedrooms","18","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/the-pilchard/","1","The Pilchard","12","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/map-search/?start_date=&duration=&sleeps=&dogs=&property=&bedrooms=&bathrooms=&village=&new=yes","0","","0","","0","Non-Indexable","noindex"
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/6-monteagle/","1","6 Monteagle","11","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/badgets-3-bedrooms/","1","Badgets 3 Bedrooms","18","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/chapel-cottages-bittern/","1","Chapel Cottages – Bittern","25","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/boathouse-bliss/","1","Boathouse Bliss","15","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/chapel-cottages-avocet/","1","Chapel Cottages – Avocet","24","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/harts-house/","1","Hart’s House","12","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/sea-wood/","1","Sea Wood","8","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/chase-cottage/","1","Chase Cottage","13","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/east-fleet/","1","East Fleet","10","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/1-knights-cottages/","1","1 Knights Cottages","18","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/gillies/","1","Gillies","7","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/neptune/","1","Neptune","7","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/island-house/","1","Island House","12","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/sea-wood-3-bedrooms/","1","Sea Wood 3 bedrooms","19","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/harbour-view/","1","Harbour View","12","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/longview-cottage/","1","Longview Cottage","16","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/5-pauls-maltings/","1","5 Pauls Maltings","16","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/sunnydene/","1","Sunnydene","9","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/staithe-barn/","1","Staithe Barn","12","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/the-cottage-overy-staithe/","1","The Cottage Overy Staithe","25","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/ongar-lodge/","1","Ongar Lodge","11","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/sea-breeze/","1","Sea Breeze","10","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/pear-tree-cottage/","1","Pear Tree Cottage","17","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/cobblestones/","1","Cobblestones","12","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/falgate/","1","Falgate","7","","0","Indexable",""
