"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H1-2","H1-2 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Transferred (bytes)","Total Transferred (bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Near Duplicate Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","URL Encoded Address","Crawl Timestamp"
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottage-search/?start_date=&duration=&sleeps=&dogs=&property=&action=quicksearch&bedrooms=&bathrooms=&village=&has_sea_view=yes","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Search Sowerby’s database of Norfolk Holiday Cottages","53","495","Search our Properties. Sowerbys Holiday Cottages offering the finest holiday cottages in Norfolk.","97","598","","0","","0","","0","Displaying 71 properties","24","1 Knights Cottages","18","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottage-search/","","","","","","1584787","59443","59443","22.771","","4752","1555","3.056","100.000","Very Easy","2.030","1","1","","8","3","0","0.850","536","102","0","2","2","0","","","","","d1085cf2fcf26ade49685c6c7a81da7e","3.252","","","","","en-GB","1.1","","","","","","https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottage-search/?start_date=&duration=&sleeps=&dogs=&property=&action=quicksearch&bedrooms=&bathrooms=&village=&has_sea_view=yes","2026-05-08 14:17:05"
"https://www.sowerbysholidaycottages.co.uk/bespoke-management-service/","text/html; charset=UTF-8","200","OK","Indexable","","Bespoke management service - Sowerbys Holiday Cottages","54","529","","0","0","","0","Bespoke management service","26","","0","","0","","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.sowerbysholidaycottages.co.uk/bespoke-management-service/","","","","","","80602","18674","18674","7.154","","764","95","8.042","59.592","Fairly Hard","6.703","1","1","","355","350","0","99.150","37","29","0","2","2","0","","","","","85b46ae72137973b6d20ab0944e26f75","0.605","","","","","en-GB","1.1","","","","","","https://www.sowerbysholidaycottages.co.uk/bespoke-management-service/","2026-05-08 14:17:08"
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/washmeres/","text/html; charset=UTF-8","200","OK","Indexable","","Norfolk Holiday Cottage to rent in Houghton Estate - Washmeres","62","574","Washmeres is a holiday cottage to rent, located in Houghton Estate, Norfolk. The cottage sleeps 8.","98","605","","0","Washmeres","9","","0","from £ 1,595 to £ 2,995 per week","32","Guest reviews","13","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/washmeres/","","","","","","181579","26760","26760","10.251","","1495","244","6.127","96.153","Very Easy","4.913","1","2","","28","8","0","2.270","41","32","0","38","38","0","","","","","c9493c90d3f4013534eb9792d215f7bd","1.705","","","","","en-GB","1.1","","","","","","https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/washmeres/","2026-05-08 14:17:08"
"https://www.sowerbysholidaycottages.co.uk/popular-norfolk-holiday-features/electric-charging/","text/html; charset=UTF-8","200","OK","Indexable","","Norfolk Electric Charging holiday cottages - Sowerbys Holiday Cottages","70","631","Electric Charging holiday cottages in Norfolk from Sowerbys Holiday Cottages. A local independent agency from people who live in Norfolk.","137","854","","0","Electric Charging","17","","0","Displaying 33 properties","24","2 Waterhall Cottages","20","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.sowerbysholidaycottages.co.uk/popular-norfolk-holiday-features/electric-charging/","https://www.sowerbysholidaycottages.co.uk/popular-norfolk-holiday-features/electric-charging/page/2/","","","","","320620","31346","31346","12.008","","1916","560","3.421","100.000","Very Easy","5.084","1","2","","356","350","0","99.150","137","62","0","2","2","0","","","","","f67856cdcd30b1b2976890704ee7c789","1.443","","","","","en-GB","1.1","","","","","","https://www.sowerbysholidaycottages.co.uk/popular-norfolk-holiday-features/electric-charging/","2026-05-08 14:17:09"
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-locations/","text/html; charset=UTF-8","200","OK","Indexable","","Popular Norfolk holiday cottage villages and locations | Sowerbys Holiday Cottages","82","735","See our range of superb holiday cottages based coastal North Norfolk. We cover a large range of villages across Norfolk.","120","741","","0","Locations","9","","0","Our locations","13","Specialising in the beautiful North Norfolk Coastal area","56","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-locations/","","","","","","393146","44387","44387","17.004","","460","82","5.610","60.999","Normal","2.378","1","1","","356","350","0","99.150","42","33","0","2","2","0","","","","","1e0fbf7ce9e000612e4937fba2027e98","1.820","","","","","en-GB","1.1","","","","","","https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-locations/","2026-05-08 14:17:09"
"https://www.sowerbysholidaycottages.co.uk/wishlist","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","0","","350","350","0","99.150","0","0","0","0","0","0","","","","","","0.703","","https://www.sowerbysholidaycottages.co.uk/wishlist/","HTTP Redirect","","","1.1","","","","","","https://www.sowerbysholidaycottages.co.uk/wishlist","2026-05-08 14:17:10"
"https://www.sowerbysholidaycottages.co.uk/about-sowerbys-holiday-cottages/meet-the-team/","text/html; charset=UTF-8","200","OK","Indexable","","Meet the team - Sowerbys Holiday Cottages","41","391","Our Sowerbys Holiday Team all live locally with a wealth of local knowledge to help get the most out of your stay.","114","692","","0","","0","","0","Meet the team","13","","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.sowerbysholidaycottages.co.uk/about-sowerbys-holiday-cottages/meet-the-team/","","","","","","85815","18655","18655","7.146","","643","91","7.066","69.540","Normal","5.302","1","2","","355","350","0","99.150","37","29","0","2","2","0","","","","","7ff74ba5facfce6310935972ea7de296","0.850","","","","","en-GB","1.1","","","","","","https://www.sowerbysholidaycottages.co.uk/about-sowerbys-holiday-cottages/meet-the-team/","2026-05-08 14:17:11"
"https://www.sowerbysholidaycottages.co.uk/popular-norfolk-holiday-features/romantic-break/","text/html; charset=UTF-8","200","OK","Indexable","","Norfolk Romantic break holiday cottages - Sowerbys Holiday Cottages","67","620","Romantic break holiday cottages in Norfolk from Sowerbys Holiday Cottages. A local independent agency from people who live in Norfolk.","134","847","","0","Romantic break","14","","0","Displaying 80 properties","24","1 Manor Farm Barns 3 bedrooms","29","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.sowerbysholidaycottages.co.uk/popular-norfolk-holiday-features/romantic-break/","https://www.sowerbysholidaycottages.co.uk/popular-norfolk-holiday-features/romantic-break/page/2/","","","","","552260","41153","41153","15.765","","4590","1322","3.472","100.000","Very Easy","5.425","1","2","","356","350","0","99.150","278","109","0","2","2","0","","","","","be5984e904f59aa371c037139819b825","1.710","","","","","en-GB","1.1","","","","","","https://www.sowerbysholidaycottages.co.uk/popular-norfolk-holiday-features/romantic-break/","2026-05-08 14:17:11"
"https://www.sowerbysholidaycottages.co.uk/contact-sowerbys-holiday-cottages/","text/html; charset=UTF-8","200","OK","Indexable","","Sowerbys Holiday Cottages | Contact Us","38","356","Contact Sowerbys Holiday Cottages of Norfolk. Book the finest holiday cottages in coastal North Norfolk.","104","650","","0","Contact Us","10","","0","Sign up for our newsletter","26","","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.sowerbysholidaycottages.co.uk/contact-sowerbys-holiday-cottages/","","","","","","79298","17570","17570","6.731","","123","39","3.154","81.892","Easy","1.834","1","1","","634","350","0","99.150","37","29","0","2","2","0","","","","","c5672b4d0a2ffce0f469d82c4b10cc6f","0.609","","","","","en-GB","1.1","","","","","","https://www.sowerbysholidaycottages.co.uk/contact-sowerbys-holiday-cottages/","2026-05-08 14:17:13"
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/little-barwick/","text/html; charset=UTF-8","200","OK","Indexable","","Norfolk Holiday Cottage to rent in Stanhoe - Little Barwick","59","513","Little Barwick is a holiday cottage to rent, located in Stanhoe, Norfolk. The cottage sleeps 14.","96","570","","0","Little Barwick","14","","0","from £ 1,695 to £ 4,090 per week","32","Guest reviews","13","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/little-barwick/","","","","","","223738","38119","38119","14.603","","3982","575","6.925","89.350","Easy","10.291","1","2","","42","10","0","2.830","41","32","0","30","30","0","","","","","fa2a16828f600daad2388c5b1b6fb191","1.593","","","","","en-GB","1.1","","","","","","https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/little-barwick/","2026-05-08 14:17:12"
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottage-search/?start_date=&duration=&sleeps=&dogs=&villageorproperty=&bedrooms=&bathrooms=&dogs_by_arrangement=yes&dogs_accepted=yes","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Search Sowerby’s database of Norfolk Holiday Cottages","53","495","Search our Properties. Sowerbys Holiday Cottages offering the finest holiday cottages in Norfolk.","97","598","","0","","0","","0","Displaying 227 properties","25","1 Crarves","9","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottage-search/","","","","","","4706908","132608","132608","50.800","","14927","4906","3.043","100.000","Very Easy","1.856","1","1","","8","3","0","0.850","1628","258","0","2","2","0","","","","","27f78d3881fa0d423e9cd99b11385b4d","9.363","","","","","en-GB","1.1","","","","","","https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottage-search/?start_date=&duration=&sleeps=&dogs=&villageorproperty=&bedrooms=&bathrooms=&dogs_by_arrangement=yes&dogs_accepted=yes","2026-05-08 14:17:04"
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/violet/","text/html; charset=UTF-8","200","OK","Indexable","","Norfolk Holiday Cottage to rent in Heacham - Violet","51","456","Violet is a holiday cottage to rent, located in Heacham, Norfolk. The cottage sleeps 6.","87","521","","0","Violet","6","","0","from £ 875 to £ 1,545 per week","30","Guest reviews","13","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/violet/","","","","","","221081","39343","39343","15.072","","4056","590","6.875","89.915","Easy","10.523","1","2","","45","11","0","3.120","41","32","0","33","33","0","","","","","9be8469997db7b78f2b85ab55e81617","2.018","","","","","en-GB","1.1","","","","","","https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/violet/","2026-05-08 14:17:12"
"https://www.sowerbysholidaycottages.co.uk/inspiration/blog/","text/html; charset=UTF-8","200","OK","Indexable","","Blog - Sowerbys Holiday Cottages","32","298","Get the latest news and tips for holidaying in Norfolk from Sowerbys Holiday Cottages","85","530","","0","Our Blog","8","","0","Sign up for our newsletter","26","","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.sowerbysholidaycottages.co.uk/inspiration/blog/","https://www.sowerbysholidaycottages.co.uk/inspiration/blog/page/2/","","","","","90264","18805","18805","7.204","","168","34","4.941","90.530","Very Easy","1.831","1","2","","358","350","0","99.150","67","39","0","2","2","0","","","","","6730b7b6740c1f300418c80d1492fab","0.570","","","","","en-GB","1.1","","","","","","https://www.sowerbysholidaycottages.co.uk/inspiration/blog/","2026-05-08 14:17:13"
"https://www.sowerbysholidaycottages.co.uk/inspiration/things-to-do-in-norfolk/","text/html; charset=UTF-8","200","OK","Indexable","","Things to do in Norfolk - Sowerbys Holiday Cottages","51","460","","0","0","","0","Things to do in Norfolk","23","","0","Norfolk’s beaches","17","Dog friendly","12","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.sowerbysholidaycottages.co.uk/inspiration/things-to-do-in-norfolk/","","","","","","92786","19190","19190","7.351","","447","70","6.386","81.119","Easy","3.539","1","2","","358","350","0","99.150","47","39","0","2","2","0","","","","","a3d42095634d8c49567c0d5d61bbe557","1.042","","","","","en-GB","1.1","","","","","","https://www.sowerbysholidaycottages.co.uk/inspiration/things-to-do-in-norfolk/","2026-05-08 14:17:14"
"https://www.sowerbysholidaycottages.co.uk/terms-and-conditions/","text/html; charset=UTF-8","200","OK","Indexable","","Terms and Conditions - Sowerbys Holiday Cottages","48","455","","0","0","","0","Terms and Conditions for Sowerbys Holiday Cottages","50","","0","","0","","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.sowerbysholidaycottages.co.uk/terms-and-conditions/","","","","","","86955","21942","21942","8.406","","2306","283","8.148","68.032","Normal","16.572","1","1","","633","350","0","99.150","37","29","0","2","2","0","","","","","60c79f8d37084f751df6ed1b20e5dfe1","0.798","","","","","en-GB","1.1","","","","","","https://www.sowerbysholidaycottages.co.uk/terms-and-conditions/","2026-05-08 14:17:14"
"https://www.sowerbysholidaycottages.co.uk/request-your-free-homeowners-guide/","text/html; charset=UTF-8","200","OK","Indexable","","Request your free Homeowner's Guide - Sowerbys Holiday Cottages","63","600","Our useful guide with all the information you need to know to make your Sowerbys Holiday Cottage a success","106","674","","0","Request your free Homeowners Guide","34","","0","","0","","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.sowerbysholidaycottages.co.uk/request-your-free-homeowners-guide/","","","","","","75744","17137","17137","6.565","","38","14","2.714","72.727","Fairly Easy","1.279","1","1","","355","350","0","99.150","37","29","0","2","2","0","","","","","7c0c5c0ce0f29eb3871e56fa0ef65410","0.766","","","","","en-GB","1.1","","","","","","https://www.sowerbysholidaycottages.co.uk/request-your-free-homeowners-guide/","2026-05-08 14:17:14"
"https://www.sowerbysholidaycottages.co.uk/about-sowerbys-holiday-cottages/","text/html; charset=UTF-8","200","OK","Indexable","","About Sowerbys Holiday Cottages","31","301","Sowerbys Holiday Cottages are an established local independent agency who let the best holiday cottages in coastal North Norfolk","128","805","","0","Our Story","9","","0","We’re here to help","18","","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.sowerbysholidaycottages.co.uk/about-sowerbys-holiday-cottages/","","","","","","82982","18732","18732","7.176","","553","79","7.000","75.660","Fairly Easy","4.669","1","1","","356","350","0","99.150","38","29","0","2","2","0","","","","","7f2aa61ecb695a5dab9d73fb038a8c10","0.462","","","","","en-GB","1.1","","","","","","https://www.sowerbysholidaycottages.co.uk/about-sowerbys-holiday-cottages/","2026-05-08 14:17:15"
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottage-search","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","0","","350","350","0","99.150","0","0","0","0","0","0","","","","","","0.501","","https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottage-search/","HTTP Redirect","","","1.1","","","","","","https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottage-search","2026-05-08 14:17:15"
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/beachside/","text/html; charset=UTF-8","200","OK","Indexable","","Norfolk Holiday Cottage to rent in Heacham - Beachside","54","496","Beachside is a holiday cottage to rent, located in Heacham, Norfolk. The cottage sleeps 4.","90","550","","0","Beachside","9","","0","from £ 490 to £ 895 per week","28","Guest reviews","13","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/beachside/","","","","","","163026","26953","26953","10.325","","1773","260","6.819","95.082","Very Easy","6.308","1","2","","15","5","0","1.420","41","32","0","31","31","0","","","","","4775c8a060b43db25a35858006d65081","1.362","","","","","en-GB","1.1","","","","","","https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/beachside/","2026-05-08 14:17:14"
"https://www.sowerbysholidaycottages.co.uk/about-sowerbys-holiday-cottages/our-norfolk-estate-agents/","text/html; charset=UTF-8","200","OK","Indexable","","Our Norfolk Estate Agents - Sowerbys Holiday Cottages","53","491","","0","0","","0","","0","","0","","0","","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.sowerbysholidaycottages.co.uk/about-sowerbys-holiday-cottages/our-norfolk-estate-agents/","","","","","","75645","17206","17206","6.591","","162","26","6.231","74.133","Fairly Easy","2.221","1","2","","355","350","0","99.150","37","29","0","3","3","0","","","","","c2a5005babf13fe53cd3bc4365435df6","0.617","","","","","en-GB","1.1","","","","","","https://www.sowerbysholidaycottages.co.uk/about-sowerbys-holiday-cottages/our-norfolk-estate-agents/","2026-05-08 14:17:15"
